name,lon,lat,district,address,desc,category
三坊七巷,119.2965,26.0745,鼓楼区,福建省福州市鼓楼区南后街,"福州最著名的历史文化街区，被誉为""中国城市里坊制度的活化石""，拥有大量明清时期的古建筑群，林则徐、严复等名人曾在此居住，巷弄交错充满了老福州的烟火气",历史街区
林则徐纪念馆,119.2960,26.0758,鼓楼区,福建省福州市鼓楼区澳门路16号,位于三坊七巷内的林则徐出生地，展示林则徐生平事迹的专题纪念馆，红墙青瓦的古建筑群中藏有大量珍贵文物,历史街区
南后街牌坊,119.2968,26.0740,鼓楼区,福建省福州市鼓楼区南后街北口,"三坊七巷的主入口标志性牌坊，上面镌刻""三坊七巷""四个大字，是游客打卡必经之地，两侧古厝林立",历史街区
达明美食街,119.2955,26.0760,鼓楼区,福建省福州市鼓楼区达明路,紧邻三坊七巷的福州著名美食街，汇集了鱼丸、肉燕、锅边糊等福州地道小吃，夜市热闹非凡,美食街区
文儒坊,119.2958,26.0735,鼓楼区,福建省福州市鼓楼区文儒坊,三坊七巷中最具代表性的坊巷之一，因历代居住文人众多而得名，青石板路和雕花门楼保存完好,历史街区
衣锦坊,119.2970,26.0738,鼓楼区,福建省福州市鼓楼区衣锦坊,三坊七巷中的古坊巷，巷内有许多明清官宦宅第和名人故居，石墙斑驳记录着百年烟云,历史街区
东街口,119.3020,26.0830,鼓楼区,福建省福州市鼓楼区八一七北路与东街交叉口,福州最繁华的商业中心，汇聚了各大商场和美食街，附近还有著名的三坊七巷入口，是感受现代福州与老福州交融的核心地带,历史街区
福州西湖公园,119.2940,26.0920,鼓楼区,福建省福州市鼓楼区湖滨路70号,福州保存最完整的古典园林，历史可追溯至晋代，湖中有开化寺和宛在堂，春日柳树依依，秋日菊花烂漫，是市民休闲散步的绝佳去处,城市公园
福建博物院,119.2950,26.0910,鼓楼区,福建省福州市鼓楼区湖头街96号,位于西湖公园畔的省级综合性博物馆，馆藏丰富涵盖闽越文化、海上丝绸之路和福建古代文明，建筑设计融合闽派风格,城市公园
左海公园,119.2920,26.0950,鼓楼区,福建省福州市鼓楼区铜盘路29号,与西湖公园相连的综合性公园，内有左海海底世界和摩天轮，湖光山色交相辉映，是家庭周末出游的好去处,城市公园
乌山,119.2980,26.0790,鼓楼区,福建省福州市鼓楼区乌山路,福州市区三山之一，山顶乌塔是福州地标，山间摩崖石刻众多，登顶可览城中全景和三坊七巷的连绵屋顶,历史街区
于山,119.3050,26.0800,鼓楼区,福建省福州市鼓楼区于山路,"福州三山之一，山上有定光塔（白塔）和戚公祠，林木葱郁环境清幽，与乌山、屏山并称福州""三山""",建筑地标
开元寺,119.3000,26.0870,鼓楼区,福建省福州市鼓楼区开元路78号,福州最古老的佛教寺庙之一，始建于南朝梁代，寺内有一尊北宋时期的铁铸大佛，庄严古朴,宗教寺庙
西禅寺,119.2800,26.0750,鼓楼区,福建省福州市鼓楼区工业路455号,福州五大禅林之首，始建于唐代，寺内荔枝古树和玉佛楼是两大特色，每年荔枝成熟时节举办啖荔诗会,宗教寺庙
芍园壹号文创园,119.2910,26.0830,鼓楼区,福建省福州市鼓楼区白马北路芍园壹号,由旧厂房改造的文艺创意园区，聚集了独立咖啡馆、设计师工作室和艺术展览空间，充满文艺气息,文化艺术
上下杭,119.3090,26.0560,台江区,福建省福州市台江区上下杭路,福州传统的商贸街区，保留了大量民国时期的建筑风貌，曾是福州最繁华的内河商贸码头，如今融合了酒吧、手工艺店和展览空间，充满文艺复古气息,历史街区
中亭街,119.3080,26.0575,台江区,福建省福州市台江区中亭街,紧邻上下杭的传统商业街，以服装批发和特色小吃闻名，街道两旁骑楼建筑保存完好，是老福州商贸历史的见证,美食街区
苍霞公园,119.3095,26.0585,台江区,福建省福州市台江区江滨西大道苍霞公园,闽江畔的滨水公园，与青年会1912隔江相望，绿树成荫步道蜿蜒，是市民晨练和傍晚散步的好去处,城市公园
中洲岛,119.3160,26.0530,台江区,福建省福州市台江区中洲岛,闽江中的一个小岛，岛上建有欧式城堡风格建筑，是福州独特的江心景观地标，夜晚灯光璀璨，适合拍照打卡和江边漫步,自然风光
青年会1912,119.3100,26.0600,台江区,福建省福州市台江区江滨西大道357号,建于1912年的百年历史建筑，曾是福州最早的现代社交场所之一，紧邻闽江，如今改造为文化艺术空间，红砖拱廊极具建筑美感,文化艺术
台江步行街,119.3140,26.0555,台江区,福建省福州市台江区台江路,福州最早形成的商业步行街之一，连接中亭街与闽江码头，各种小商品琳琅满目，充满市井生活气息,购物商圈
茶亭公园,119.3060,26.0680,台江区,福建省福州市台江区广达路茶亭公园,以荷花为主题的市区公园，园内茶亭荷塘和九曲桥错落有致，夏日荷花盛开时最为迷人,城市公园
烟台山,119.3050,26.0410,仓山区,福建省福州市仓山区烟台山路烟台山公园,福州近代历史的缩影，山上有17国领事馆旧址和众多西洋老建筑，漫步山间小巷仿佛穿越百年，石厝教堂、乐群楼等建筑保存完好,宗教寺庙
石厝教堂,119.3045,26.0420,仓山区,福建省福州市仓山区乐群路22号,烟台山上的百年哥特式教堂，由英国圣公会建于1856年，青石砌筑的墙体厚重古朴，是福州最美的西洋建筑之一,自然风光
乐群楼,119.3048,26.0415,仓山区,福建省福州市仓山区乐群路,烟台山上的历史建筑，原为福州最早的西式社交俱乐部，红砖外墙和拱形窗户保留着浓郁的殖民地风格,自然风光
江心公园,119.3140,26.0510,仓山区,福建省福州市仓山区三县洲大桥下,闽江中的江心沙洲改造而成的公园，四面环水环境幽静，有吊桥连接两岸，适合野餐和亲子游玩,城市公园
金山寺,119.2620,26.0480,仓山区,福建省福州市仓山区洪塘路金山寺,"位于闽江南港江心的一块礁石上，是福州唯一的水上寺庙，始建于宋代，小巧玲珑，""日夜在江心，浮沉在水中""是对其最形象的描述",自然风光
花海公园,119.3700,26.0220,仓山区,福建省福州市仓山区南江滨西大道花海公园,闽江畔的大型花卉主题公园，四季花海不断变换，春有郁金香秋有向日葵，是福州网红打卡地,城市公园
海峡文化艺术中心,119.3670,26.0180,仓山区,福建省福州市仓山区南江滨东大道1号,"福州城市新地标，由芬兰建筑大师设计，五朵""花瓣""造型的歌剧院耸立于闽江畔，是福州最具现代感的建筑群，夜景尤为震撼",文化艺术
鼓山,119.3850,26.0580,晋安区,福建省福州市晋安区鼓山路鼓山风景名胜区,福州最负盛名的风景区，海拔969米，山顶涌泉寺是闽刹之冠，登山古道沿途有摩崖石刻上千处，登顶可俯瞰福州全景和闽江入海口,宗教寺庙
涌泉寺,119.3880,26.0700,晋安区,福建省福州市晋安区鼓山镇鼓山风景区内,"位于鼓山半山腰的千年古刹，始建于五代后梁时期，被誉为""闽刹之冠""，寺内千年铁树和千年罗汉松堪称一绝，晨钟暮鼓间禅意盎然",宗教寺庙
鼓山十八景,119.3865,26.0640,晋安区,福建省福州市晋安区鼓山风景区内,鼓山登山古道沿途的十八处奇石景观，包括达摩面壁、仙猿守峡等，形态逼真引人入胜,自然风光
福州国家森林公园,119.2960,26.1560,晋安区,福建省福州市晋安区新店镇赤桥村,"福建省首个国家级森林公园，园内千年古榕王冠幅超千平方米，被誉为""福州第一树""，还有樱花林、竹类观赏园和龙潭瀑布等自然景观",自然风光
金鸡山公园,119.3150,26.0950,晋安区,福建省福州市晋安区金鸡山路,市区内俯瞰福州城的最佳观景平台之一，木栈道盘旋山间，山顶金鸡雕塑是标志性景观,城市公园
船政文化景区,119.4530,25.9870,马尾区,福建省福州市马尾区港口路船政文化城,中国近代工业的发祥地，中国第一座造船厂——马尾造船厂所在地，拥有船政文化博物馆、轮机车间遗址等，见证了中国近代海军和工业的摇篮,历史遗迹
罗星塔,119.4620,25.9820,马尾区,福建省福州市马尾区罗星山罗星塔公园,"始建于宋代的古塔，矗立于闽江口的罗星山上，是世界航海标志之一，被称为""中国塔""，登塔可眺望闽江入海和繁忙的马尾港",建筑地标
马限山公园,119.4550,25.9850,马尾区,福建省福州市马尾区港口路马限山,马尾船政文化区的历史名山，山上保留有船政时期的炮台遗址和梅园，登高可望闽江与马尾港全景,历史遗迹
琅岐岛,119.5670,26.0950,马尾区,福建省福州市马尾区琅岐镇,闽江口最大的岛屿，拥有天然的海滨沙滩和湿地生态，岛上有琅岐闽江大桥与陆地相连，是福州人周末海岛度假的热门目的地,海滨沙滩
长乐显应宫,119.5090,25.9610,长乐区,福建省福州市长乐区漳港街道仙岐村,始建于明代的古庙宇，供奉妈祖和临水夫人，是福州地区妈祖文化的重要发源地之一，建筑雕梁画栋，香火鼎盛,宗教寺庙
郑和公园,119.5230,25.9600,长乐区,福建省福州市长乐区吴航街道郑和公园,纪念明代航海家郑和的主题公园，郑和七下西洋的船队曾在此驻泊候风，公园内有郑和史迹陈列馆和大型郑和雕像,历史遗迹
漳港海滩,119.6340,25.9220,长乐区,福建省福州市长乐区漳港街道南澳海滩,福州最近的海滨浴场，沙质细腻海水清澈，夏季吸引大量游客，海边有海鲜大排档可以品尝刚捕捞的时令海鲜,海滨沙滩
闽江河口湿地,119.6250,26.0280,长乐区,福建省福州市长乐区潭头镇闽江河口湿地公园,国家级湿地自然保护区，是候鸟迁徙的重要中转站，每年冬季可观赏到大量珍稀鸟类在此栖息觅食,自然风光
石竹山,119.2890,25.7120,福清市,福建省福州市福清市石竹街道石竹山风景区,福清的标志性名山，以奇峰怪石和道教文化闻名，山上有石竹寺和九仙阁，相传为何氏九仙修道之地，登山远眺可览福清平原壮丽景色,自然风光
福清弥勒岩,119.3780,25.7180,福清市,福建省福州市福清市海口镇瑞岩山,全国最大的弥勒佛石刻造像，开凿于元代，高约9米宽约10米，造型圆润饱满笑容可掬，是国家级重点文物保护单位,宗教寺庙
黄檗山万福寺,119.2360,25.6570,福清市,福建省福州市福清市渔溪镇梧瑞村黄檗山,"始建于唐代的千年古刹，是日本黄檗宗的祖庭，隐元禅师曾在此弘法后东渡日本，寺内古木参天环境清幽，被誉为""临济祖源""",宗教寺庙
灵石山国家森林公园,119.1850,25.6750,福清市,福建省福州市福清市东张镇灵石山,福清境内的国家级森林公园，以蝴蝶溪和灵石古寺闻名，山谷幽深溪水清澈，是避暑和徒步的理想目的地,自然风光
旗山国家森林公园,119.2060,26.0080,闽侯县,福建省福州市闽侯县南屿镇旗山国家森林公园,福州西郊的天然氧吧，主峰海拔775米，有旗山瀑布群和棋盘石等自然景观，山中猕猴成群，是户外徒步和避暑的好去处,自然风光
昙石山遗址,119.1420,26.1450,闽侯县,福建省福州市闽侯县甘蔗街道昙石村,"新石器时代晚期至商周时期的古文化遗址，被誉为""闽江文明之源""，出土了大量陶器和石器，建有遗址博物馆展示闽族先民的生活图景",历史遗迹
闽都民俗园,119.1360,26.1480,闽侯县,福建省福州市闽侯县甘蔗街道昙石山,集中展示福州地区传统民俗文化的主题园区，有传统建筑、民间工艺体验和闽剧表演，是了解闽都文化的重要窗口,特色村落
闽侯江滨公园,119.1500,26.1300,闽侯县,福建省福州市闽侯县甘蔗街道江滨路,闽江畔的滨水休闲公园，绿道连绵数公里，可散步骑行欣赏江景，黄昏时分江面落日美不胜收,城市公园
黄岐半岛,119.8810,26.3340,连江县,福建省福州市连江县黄岐镇,福建最东端的半岛，三面临海风景壮阔，是观赏东海日出的绝佳地点，海蚀地貌奇特，还有黄岐灯塔和众多渔港,自然风光
定海古城,119.7980,26.2840,连江县,福建省福州市连江县筱埕镇定海村,明代抗倭名将戚继光修建的海防古城，城墙和城门保存完好，城内古街道、古民居错落有致，登城楼可望浩瀚东海,历史遗迹
贵安温泉,119.3490,26.2300,连江县,福建省福州市连江县潘渡镇贵安村,福州最著名的温泉度假区之一，温泉水质优良富含多种矿物质，周边还有贵安水世界和欢乐谷，是福州人冬季泡汤的首选之地,温泉度假
青芝山,119.5500,26.2200,连江县,福建省福州市连江县琯头镇青芝山,连江名山以奇石和古寺著称，山上有青芝寺和百丈崖，怪石嶙峋形态各异，是连江最受欢迎的登山景区,自然风光
罗源湾,119.6100,26.4740,罗源县,福建省福州市罗源县罗源湾开发区,福建省重要的深水港湾，碧海蓝天风光旖旎，周边有海上渔排和养殖区，可以体验海上渔家乐，品尝现捞的海鲜大餐,自然风光
飞鸾古镇,119.5360,26.4320,罗源县,福建省福州市罗源县飞鸾镇,保存完好的闽东传统古镇，青石板路和木构老宅诉说着百年历史，镇上有飞鸾桥和天后宫等古迹，宁静古朴远离尘嚣,历史街区
罗源海洋世界,119.5650,26.4800,罗源县,福建省福州市罗源县松山镇滨海新城,福州最大的海洋主题公园，拥有海底隧道和海洋剧场，可以观赏海豚海狮表演和丰富多彩的海洋生物,城市公园
白岩山,118.8640,26.2260,闽清县,福建省福州市闽清县三溪乡白岩山,闽清最著名的风景区，山上有白岩寺和众多摩崖石刻，奇峰怪石遍布山间，登顶可俯瞰闽清县城和闽江，云雾缭绕时如入仙境,自然风光
宏琳厝,118.8520,26.1750,闽清县,福建省福州市闽清县坂东镇坂东村,"全国最大的单体古民居建筑，始建于清代，占地面积达17832平方米，有666间房屋，被称为""民间故宫""，体现了闽清传统建筑的精湛工艺",历史遗迹
闽清橄榄湖,118.8700,26.2200,闽清县,福建省福州市闽清县梅溪镇橄榄湖,因湖畔遍植橄榄树而得名的人工水库，湖光山色宜人，适合垂钓露营和休闲度假，秋天橄榄成熟时节最为美丽,自然风光
青云山,118.9460,25.7800,永泰县,福建省福州市永泰县岭路乡青云山风景区,国家4A级旅游景区，主峰海拔1130米，有云天石廊、青龙瀑布和白马峡谷等景观，山间云雾变幻万千，是福州周边最受欢迎的登山目的地之一,自然风光
嵩口古镇,118.5880,25.8280,永泰县,福建省福州市永泰县嵩口镇,"福州唯一国家级历史文化名镇，保存了大量明清古建筑群，古渡口、古街巷和古民居完整保留了闽中传统村落的风貌，被誉为""活着的千年古镇""",历史街区
天门山,118.9780,25.8080,永泰县,福建省福州市永泰县葛岭镇天门山风景区,以险峻著称的山岳型景区，有玻璃栈道、悬索桥和天门洞等景点，峡谷幽深溪流潺潺，春日杜鹃花海和秋日红叶都是绝美风光,自然风光
永泰云顶,118.9600,25.8600,永泰县,福建省福州市永泰县岭路乡云顶旅游区,高山草甸型景区，海拔千米的蛋居酒店和天池草场是其特色，云雾环绕仿佛置身仙境,自然风光
百漈沟,118.7500,25.7400,永泰县,福建省福州市永泰县梧桐镇百漈沟,以瀑布群著称的峡谷景区，八条瀑布从悬崖倾泻而下气势磅礴，沟内溪水清澈植被茂密,自然风光
龙凤头海滨浴场,119.8260,25.5170,平潭综合实验区,福建省福州市平潭县龙凤头度假村,平潭岛最著名的海滩，沙滩长达9公里宽约500米，沙质洁白细腻，是全国少有的优质海滨浴场，适合游泳、沙滩运动和观赏海上日落,海滨沙滩
半洋石帆,119.8230,25.4820,平潭综合实验区,福建省福州市平潭县澳前镇半洋礁,"平潭的标志性自然景观，两块巨大的海蚀柱石矗立于海中如船帆般，被誉为""天下奇观""，是中国最著名的海蚀地貌之一",自然风光
北港村,119.8200,25.5550,平潭综合实验区,福建省福州市平潭县流水镇北港村,"平潭岛上的文创石头厝村落，用岛上特有的花岗岩和火山岩建造的房屋错落有致，""石头会唱歌""艺术聚落让古村焕发新生，充满文艺气息",特色村落
海坛古城,119.7880,25.5150,平潭综合实验区,福建省福州市平潭县综合实验区环岛东路,中国首座海岛旅游古城，以闽越海洋文化为主题，融合了传统建筑与海洋元素，城内有各种民俗表演和海鲜美食,自然风光
坛南湾,119.8350,25.4900,平潭综合实验区,福建省福州市平潭县坛南湾,"平潭最美海湾之一，碧海银沙风景如画，是观赏""蓝眼泪""荧光海的绝佳地点，夏季夜晚海面闪烁着梦幻蓝光",海滨沙滩
将军山,119.8000,25.5100,平潭综合实验区,福建省福州市平潭县敖东镇将军山,平潭岛上的历史名山，因纪念明代抗倭将军而得名，山上有纪念碑和观景台，可远眺台湾海峡,自然风光
乌山历史风貌区,119.298,26.079,鼓楼区,福建省福州市鼓楼区乌山路,福州三山之一，山上有唐代乌塔和众多摩崖石刻，登顶可览三坊七巷全景，山下天皇岭是福州传统民居保护区,历史街区
于山风景区,119.305,26.08,鼓楼区,福建省福州市鼓楼区于山路,福州三山之一，山顶有白塔（定光塔）和戚公祠，是纪念明代抗倭名将戚继光的圣地，林木葱郁环境清幽,建筑地标
屏山公园,119.3,26.093,鼓楼区,福建省福州市鼓楼区福飞南路,福州三山之一的屏山，山上有镇海楼和华林寺，镇海楼是福州古城的最高点，登楼可远眺鼓山,自然风光
福建大剧院,119.298,26.085,鼓楼区,福建省福州市鼓楼区古田路83号,福建省最高规格的艺术表演场所，外观设计融合闽派建筑元素，常年上演歌剧、芭蕾和话剧,文化艺术
温泉公园,119.308,26.097,鼓楼区,福建省福州市鼓楼区温泉公园路8号,福州市中心以温泉为主题的公园，园内有温泉博物馆和露天泡脚池，郁金香花海是春季最大亮点,城市公园
朱紫坊,119.297,26.078,鼓楼区,福建省福州市鼓楼区朱紫坊,福州保存最完好的古坊巷之一，以芙蓉园和众多明清官宅著称，巷内还有传统的福州评话和伬唱表演,历史街区
福建民俗博物馆,119.296,26.075,鼓楼区,福建省福州市鼓楼区南后街郎官巷,位于三坊七巷内的专题博物馆，展示福建各地传统民俗和手工艺，花灯和剪纸体验深受游客喜爱,博物馆/纪念馆
定光寺(白塔),119.306,26.0805,鼓楼区,福建省福州市鼓楼区于山路,始建于唐代的千年古寺，白塔高41米是福州市区标志性建筑，登塔可360度俯瞰福州城,宗教寺庙
东百中心,119.3015,26.0835,鼓楼区,福建省福州市鼓楼区八一七北路88号,福州老牌高端购物中心，汇集国际奢侈品牌和时尚餐饮，紧邻三坊七巷是逛街首选地,购物商圈
冠亚广场,119.296,26.082,鼓楼区,福建省福州市鼓楼区八一七北路268号,地铁东街口站上盖的商业综合体，餐饮娱乐购物一站式，地下美食广场汇集各地风味,购物商圈
台江万达广场,119.325,26.058,台江区,福建省福州市台江区鳌峰路8号,福州台江的大型购物中心，拥有IMAX影院和众多时尚品牌，顶楼花园可眺望闽江景色,购物商圈
万象九宜城,119.298,26.07,台江区,福建省福州市台江区工业路378号,台江区核心商圈的大型商业综合体，购物餐饮娱乐一体化，是福州西二环的商业地标,购物商圈
老药洲街夜市,119.312,26.058,台江区,福建省福州市台江区老药洲街,福州最老牌的夜间美食街，花生汤、粉干卤味和海蛎饼是必吃三宝，烟火气十足,美食街区
解放大桥,119.312,26.054,台江区,福建省福州市台江区解放大桥,横跨闽江连接台江与仓山的历史性桥梁，桥身造型优美，是观赏闽江夜景和日落的热门机位,建筑地标
台江游艇码头,119.315,26.052,台江区,福建省福州市台江区江滨中大道,闽江夜游的起点码头，乘船夜游可欣赏两岸灯光秀，途经中洲岛和三县洲大桥,自然风光
高盖山公园,119.277,26.028,仓山区,福建省福州市仓山区高盖山,仓山区的城市山体公园，山不高适合休闲登山，山顶建有妙峰寺和观景平台，可览乌龙江景色,自然风光
螺洲古镇,119.34,25.995,仓山区,福建省福州市仓山区螺洲镇,福州南郊的历史古镇，陈氏宗祠建筑群气势恢宏，螺洲孔庙和螺洲温泉是两大特色,历史遗迹
飞凤山奥体公园,119.255,26.025,仓山区,福建省福州市仓山区飞凤山,福州首个体育主题公园，环山步道和自行车道环绕山体，山顶可俯瞰海峡奥体中心全景,城市公园
福建师范大学(仓山校区),119.315,26.04,仓山区,福建省福州市仓山区上三路8号,百年学府福建师大的老校区，校园内长安山公园和百年榕树交相辉映，华南女子学院旧址是优秀历史建筑,高校学府
福建农林大学,119.24,26.085,仓山区,福建省福州市仓山区上下店路15号,坐落在乌龙江畔的园林式大学，校园内有中华植物园和湿地公园，春天油菜花海是网红打卡地,城市公园
爱琴海购物公园,119.275,26.035,仓山区,福建省福州市仓山区浦上大道198号,仓山区大型商业综合体，融合地中海风情建筑设计，屋顶花园和音乐喷泉是特色,购物商圈
复园路,119.306,26.04,仓山区,福建省福州市仓山区复园路,烟台山旁的历史风貌道路，沿街保存多栋民国时期别墅和领事馆旧址，绿荫掩映充满怀旧气息,历史街区
鼓岭度假区,119.395,26.09,晋安区,福建省福州市晋安区鼓岭,福州最著名的避暑胜地，海拔800米气温比市区低5-8度，百年泳池和万国公益社讲述着鼓岭的避暑文化,自然风光
鳝溪风景区,119.378,26.1,晋安区,福建省福州市晋安区鳝溪,鼓山北麓的溪谷景区，溪水清澈瀑布成群，是福州人夏季戏水纳凉的热门去处，还可品尝地道农家菜,自然风光
林阳寺,119.295,26.21,晋安区,福建省福州市晋安区岭头乡,福州五大禅林之一，以梅花闻名，每年一月寺内数百株梅花盛开如雪，梅花古寺相映成趣,宗教寺庙
福建省革命历史纪念馆,119.314,26.098,晋安区,福建省福州市晋安区福马路,展示福建红色革命历史的大型纪念馆，详细记录了古田会议和闽西革命根据地的光辉历程,博物馆/纪念馆
福州动物园,119.28,26.135,晋安区,福建省福州市晋安区新店镇,福州唯一的城市动物园，拥有东北虎、大熊猫和长颈鹿等动物，是福州家庭亲子出游的热门选择,城市公园
福州儿童公园,119.285,26.14,晋安区,福建省福州市晋安区新园路,紧邻动物园的儿童主题乐园，有各种游乐设施和水上项目，周末人山人海,城市公园
桂湖温泉度假村,119.31,26.2,晋安区,福建省福州市晋安区宦溪镇桂湖,位于北峰山区的温泉度假区，温泉水质硅酸含量高，群山环抱中泡汤是冬日极致享受,自然风光
寿山石馆,119.33,26.24,晋安区,福建省福州市晋安区寿山乡,展示福州特产寿山石文化的专题博物馆，可以了解寿山石开采雕刻全过程，亲手体验寿山石篆刻,博物馆/纪念馆
船政格致园,119.454,25.988,马尾区,福建省福州市马尾区港口路船政格致园,船政文化核心景区新建的沉浸式体验馆，还原清代船政学堂场景，可以体验模拟造船和航海,历史遗迹
东江滨公园,119.468,25.99,马尾区,福建省福州市马尾区江滨东大道,马尾闽江畔的滨江休闲公园，绿道绵延数公里，适合骑行和慢跑，江风徐徐视野开阔,城市公园
冰心文学馆,119.521,25.962,长乐区,福建省福州市长乐区吴航街道爱心路,纪念文学大师冰心的专题纪念馆，展示冰心手稿和生活用品，建筑风格清新典雅充满爱心元素,博物馆/纪念馆
下沙海滨度假村,119.61,25.9,长乐区,福建省福州市长乐区下沙镇,长乐最大的海滨度假区，拥有宽广沙滩和完善的度假设施，夏季举办沙滩音乐节和篝火晚会,海滨沙滩
董奉山,119.535,25.98,长乐区,福建省福州市长乐区吴航街道董奉山,纪念三国名医董奉的名山，山上有董奉草堂和杏林遗址，是中医文化的重要传承地,自然风光
梅花古城,119.69,26.02,长乐区,福建省福州市长乐区梅花镇,长乐海边的明代抗倭古城，城墙城门保存完好，城内老街和渔港风貌原汁原味，可以品尝最鲜的梅花蛏,历史遗迹
目屿岛,119.45,25.58,福清市,福建省福州市福清市沙埔镇目屿岛,福清沿海的原始海岛，碧海蓝天沙滩细软，游客稀少保持了原生态风貌，适合露营和赶海,海滨沙滩
福清清昌万达广场,119.385,25.72,福清市,福建省福州市福清市清昌大道,福清最大的商业综合体，购物餐饮娱乐一站式，是福清市民休闲消费的首选地,购物商圈
海口古镇,119.48,25.7,福清市,福建省福州市福清市海口镇,福清最具历史的古镇之一，龙江桥是福建省保存最长的宋代石梁桥，古镇老街和渔港风貌迷人,历史街区
天生农庄温泉,119.3,25.64,福清市,福建省福州市福清市新厝镇天生农庄,集温泉、采摘和农家乐于一体的休闲度假区，适合家庭周末出游，冬季泡汤夏季采摘,温泉度假
五虎山,119.23,25.96,闽侯县,福建省福州市闽侯县祥谦镇五虎山,闽侯标志性山峰，五座山峰形如五虎盘踞，山上奇石林立，是福州户外登山爱好者的热门线路,自然风光
十八重溪,119.28,25.94,闽侯县,福建省福州市闽侯县南通镇十八重溪,福州最著名的溪谷型风景区，十八条溪流在山谷中蜿蜒，瀑布碧潭随处可见，是夏季避暑天堂,自然风光
福州大学城,119.195,26.065,闽侯县,福建省福州市闽侯县上街镇,汇聚福州大学、福建师范大学、福建医科大学等多所高校的大学城，校园建筑各具特色，周边学生街美食云集,高校学府
福建中医药大学,119.2,26.06,闽侯县,福建省福州市闽侯县上街镇邱阳路1号,中医药特色高等学府，校园内的时珍园种植数百种中草药，博物馆展示中医药文化历史,高校学府
白沙湾,119.1,26.18,闽侯县,福建省福州市闽侯县白沙镇,闽江畔的休闲度假区，有沙滩和滨江绿道，适合露营烧烤和亲子游玩，江边日落尤为迷人,海滨沙滩
奇达村,119.85,26.37,连江县,福建省福州市连江县安凯乡奇达村,网红渔村被誉为福建的里约热内卢，彩色房屋依山而建面朝大海，登顶旗冠顶可俯瞰壮丽海湾,特色村落
苔菉镇,119.92,26.35,连江县,福建省福州市连江县苔菉镇,连江最东端的渔业重镇，以鲍鱼养殖和海带闻名，渔港日出景色壮美，海鲜大排档物美价廉,海滨沙滩
溪山温泉,119.38,26.24,连江县,福建省福州市连江县潘渡镇溪山,连江高端温泉度假酒店，温泉引自地下千米，无边泳池面对青山绿水，是轻奢度假的好选择,自然风光
罗源圣水寺,119.55,26.49,罗源县,福建省福州市罗源县凤山镇圣水寺,罗源最古老的佛教寺院，始建于宋代，寺内宋代的栖云洞十八罗汉造像是国家重点文物,宗教寺庙
罗源畲山水景区,119.52,26.42,罗源县,福建省福州市罗源县霍口畲族乡,展示畲族文化的特色景区，可以体验畲族传统歌舞和长桌宴，了解畲族婚俗和织锦技艺,自然风光
黄楮林自然保护区,118.8,26.28,闽清县,福建省福州市闽清县雄江镇黄楮林,国家级自然保护区，拥有大片原始森林和珍稀树种黄楮，生态环境原始，适合生态徒步和观鸟,自然风光
黄楮林温泉,118.82,26.29,闽清县,福建省福州市闽清县雄江镇,黄楮林景区内的天然温泉，泉水富含矿物质，在山林间泡汤聆听鸟鸣溪声，远离尘嚣,温泉度假
青云山御温泉,118.97,25.79,永泰县,福建省福州市永泰县岭路乡青云山,青云山景区内的高端温泉酒店，温泉池散布在山谷间，夜晚泡汤可观满天繁星，是与自然融为一体的体验,温泉度假
月洲村,118.6,25.84,永泰县,福建省福州市永泰县嵩口镇月洲村,永泰最美古村落，因桃花溪绕村而过形如月牙而得名，村中古民居和张氏宗祠保存完好，宁静如世外桃源,特色村落
赤壁景区,118.89,25.87,永泰县,福建省福州市永泰县葛岭镇赤壁,以丹霞地貌闻名的景区，红色悬崖和碧绿溪水形成强烈对比，漂流和攀岩是热门项目,自然风光
长江澳风车田,119.79,25.58,平潭综合实验区,福建省福州市平潭县流水镇长江澳,平潭最壮观的沙滩，成排的海上风力发电机在落日中徐徐转动，是摄影爱好者的天堂,海滨沙滩
东海仙境,119.845,25.53,平潭综合实验区,福建省福州市平潭县流水镇东海仙境,平潭岛东部的海蚀地貌景区，仙人井和仙人谷是大自然鬼斧神工的杰作，海浪拍打悬崖激起千层雪,自然风光
平潭海峡公铁大桥,119.75,25.62,平潭综合实验区,福建省福州市平潭县苏澳镇,世界最长的跨海峡公铁两用大桥，连接平潭与长乐，大桥雄伟壮观，是平潭的新时代地标,建筑地标
猫头墘,119.81,25.57,平潭综合实验区,福建省福州市平潭县白青乡猫头墘,平潭岛上的原始渔村，石头厝依山而建面朝大海，保留了最原生态的海岛村落风貌,特色村落
